entity,predict,output
POI,perumahan nihan,perumahan nihan
POI,ud markolink,ud markolink
POI,perum cijerah,perum cijerah
POI,perumahan bayur sarana indah,perumahan bayur sarana indah
POI,karang agung ilir,karang agung ilir
POI,perumahan raffles residence,perumahan raffles residence
POI,smp pgri 3,smp pgri 3 perak
POI,smp pgri 3,tanah koja
POI,simpang pulai,simpang pulai
POI,karang agung ilir,karang agung ilir
POI,karang agung ilir,ratu meet point
POI,cempaka village,cempaka village
POI,j.c o,j.c o
POI,perumahan graha wahid,perumahan graha wahid
POI,warung nasi bu iin,warung nasi bu iin
POI,warung nasi bu iin,naga jaya pd
POI,warung nasi bu iin,pd tekun jaya ii
POI,bb square,sebelum bb square
POI,kavling polri,kavling polri
POI,virtual zone,virtual zone
POI,anretta tour & travel,anretta tour & travel
POI,white house building,white house building
POI,white house building,fsp lem spsi
POI,mutiara jingga residence,mutiara jingga residence
POI,masjid banyu bunih timur,masjid banyu bunih timur
POI,toko hareukat aceh,toko hareukat aceh
POI,oranye,oranye
POI,oranye,shin ryo pt
POI,oranye,pt hexa prima energy
POI,ardena residence,ardena residence
POI,ardena residence,rm artur
POI,ardena residence,pasar maba
POI,tanah koja,tanah koja
POI,tanah koja,kampung bahasa arab
POI,wisata bukit mas,wisata bukit mas cluster alexandria
POI,vivi dita water,vivi dita water
POI,apotek kimia farma,pangkas rambut hr
POI,mushola al amin,kebun raya bali
POI,toko rizjy jaya,toko rizjy jaya
POI,toko rizjy jaya,kb gya baru iii
POI,batu jaya townhouse,batu jaya townhouse
POI,batu jaya townhouse,sd negeri siumbatu
POI,halte gang kelor,halte gang kelor
POI,kios mayang sari,kios mayang sari
POI,kios mayang sari,wayan rimben
POI,kios mayang sari,nasgor apip
POI,asrama tni ad,asrama tni ad
POI,toko ihsan,toko ihsan
POI,ud. mekar jaya kerupuk,ud. mekar jaya kerupuk
POI,ud. mekar jaya kerupuk,xoxa-kalongguh
POI,ud. mekar jaya kerupuk,taman alengka
POI,ud. mekar jaya kerupuk,bsm kantor cabang (kc) tegal
POI,al arif skin care beauty center,al arif skin care beauty center
POI,golf lake residence,golf lake residence
POI,golf lake residence,pramonihh food court
POI,dodik cell,dodik cell
POI,mco studio gym,mco studio gym
POI,golden cell,golden cell
POI,super wash,super wash
POI,masjid nurul jabbar,masjid nurul jabbar
POI,komplek griya rahayu permai,komplek griya rahayu permai
POI,gerbang permai,gerbang permai
POI,toko karunia jaya,toko karunia jaya
POI,toko karunia jaya,karim
POI,cluster acacia,cluster acacia
POI,bandar tinggi,bandar tinggi
POI,griya harmoni pratama 2,griya harmoni pratama 2
POI,profesional laundry kiloan,profesional laundry kiloan
POI,tk islam harapan padmosari,tk islam harapan padmosari
POI,sri harwoto,sri harwoto
POI,sd negeri 1 tambaksari,sd negeri 1 tambaksari
POI,toko agung,toko agung
POI,storing,storing
POI,kantor desa kedumulyo,kantor desa kedumulyo
POI,alam sutera,depo bangunan
POI,alam sutera,hasami kushi
POI,rptra gempar gemilang,rptra gempar gemilang
POI,rptra gempar gemilang,ricardo shop
POI,cibeusi alpina toko,alpina toko
POI,bc lukman,bc lukman
POI,los wati,los wati
POI,warung p atin,warung p atin
POI,ud setia jaya abadi,ud setia jaya abadi
POI,mitra transport,mitra transport
POI,cornelia residence,cornelia residence
POI,perumahan the monde residence,perumahan the monde residence
POI,matahari dept store,komplek balikpapan baru
POI,aris cell,aris cell
POI,griya mas matahari,griya mas matahari
POI,griya mas matahari,pt rano waremb desa warembungan
POI,ksu kharisma madani,ksu kharisma madani
POI,m. daeroni,m. daeroni
POI,pertamina,pertamina
POI,pertamina,mtsmambaululum
POI,janur kuning residence,janur kuning residence
POI,janur kuning residence,bangun jati
POI,kawasan industri,kawasan industri
POI,mentari salon,mentari salon
POI,tyas copy center,tyas copy center
POI,tyas copy center,good news property
POI,zireycha cell,zireycha cell
POI,toko aisya,toko aisya
POI,bengkel motor,bengkel motor
POI,bandara syekh hamzah fansyuri airport,syekh hamzah fansyuri airport
POI,bandara syekh hamzah fansyuri airport,klinik ibnu sina
POI,pt pulau jaya abadi,pt pulau jaya abadi
POI,rizky ponsel,rizky ponsel
POI,perumahan pondok maharta,perumahan pondok maharta
POI,sarah salon,sarah salon
POI,black rebel,black rebel
POI,black rebel,han han
POI,brimob kotaraja,brimob kotaraja
POI,sumur bor,sumur bor
POI,sumur bor,panorama tabek patah
POI,tebing breksi,tebing breksi
POI,perumahan wahana,perumahan wahana
POI,kios rina,kios rina
POI,kios rina,sendang pancur
POI,pecel lele sari roso,pecel lele sari roso
POI,butik karpet,butik karpet
POI,bojong menteng,bojong menteng
POI,perum citra permata sakinah,perum citra permata sakinah
POI,perum citra permata sakinah,cv. tri saka buana
POI,talago laweh,talago laweh
POI,kartin salon,kartin salon
POI,pergudangan bizpoint,biz point
POI,utama teknik,utama teknik
POI,utama teknik,masjid jami al-huda
POI,jembatan ampera,jembatan ampera
POI,jembatan ampera,dokter pujiono
POI,jembatan ampera,sans cukur
POI,jembatan ampera,pelangi idola
POI,sd negeri lerep,sd negeri lerep
POI,depo pengisian air minum,depo pengisian air minum
POI,perumahan pondok maharta,perumahan pondok maharta
POI,perumahan pondok maharta,bank bri unit darma
POI,perumahan pondok maharta,rm lezat
POI,rumah bekam,rumah bekam
POI,stasiun mangkang,stasiun mangkang
POI,stasiun mangkang,tonjong baru
POI,komplek pandawa,komplek pandawa
POI,komplek pandawa,tebing tinggi
POI,hamzah parfum,hamzah parfum
POI,hamzah parfum,jasbro
POI,hamzah parfum,sehat panca motor
POI,risma,risma
POI,toko santika,toko santika
POI,palm court,palm court pc917
POI,kami saiyo,kami saiyo
POI,kami saiyo,syela mart
POI,pesona atlantis,pesona atlantis
POI,pesona atlantis,shabian clothes
POI,bintang industrial ii,bintang industrial
POI,bintang industrial ii,sarinem
POI,musafir cell,musafir cell
POI,hd digital,hd digital
POI,perumahan pondok cidahu permai,perumahan pondok cidahu permai
POI,hotel bina,hotel bina darma
POI,hotel bina,meja ikan muti
POI,nadia busana,nadia busana
POI,warga buana nusantara pt,warga buana nusantara pt
POI,jembatan pari,jembatan pari
POI,wm bu umi,wm bu umi
POI,jembatan gantung danawarih,jembatan gantung danawarih
POI,cluster lavesh,cluster lavesh
POI,puspita jaya. cv,puspita jaya. cv
POI,puspita jaya. cv,dukuh pulo kulon
POI,taman nasional gunung gede pangrango,taman nasional gunung gede pangrango
POI,taman nasional gunung gede pangrango,perumahan bumi pingit raya
POI,pelabuhan perikanan samudera bungus,pelabuhan perikanan samudera bungus
POI,pelabuhan perikanan samudera bungus,digytel
POI,wati gorden,wati gorden
POI,warung maxsimal cibarusah,warung maxsimal
POI,palm spring regency,palm spring regency
POI,cafe bima sakti,cafe bima sakti
POI,cafe bima sakti,samping atm bni
POI,siti maimonah,siti maimonah
POI,pd. purnama jaya,pd. purnama jaya
POI,komplek puri citra,komplek puri citra
POI,palm spring regency,palm spring regency
POI,palm spring regency,valentine cake
POI,rm sahabat rasa,rm sahabat rasa
POI,rm sahabat rasa,kemang pratama
POI,rm sahabat rasa,smk sw maduma
POI,supermarket giant,supermarket giant
POI,perumahan kft,perumahan kft
POI,perumahan kft,for eye your gallery
POI,perumahan kft,ramana ra'as
POI,perumahan kft,tegar photo copi
POI,perumahan kft,mess krs area kuaro
POI,perumahan kft,nsr cell
POI,perumahan kft,pasar kebayoran lama
POI,tiki 24,mampang prapatan
POI,biz estate,berlian 88 biz estate
POI,primavita,primavita
POI,rumah makan yuli jaya,rumah makan yuli jaya
POI,rumah makan yuli jaya,sds subsidi
POI,rumah makan yuli jaya,ala
POI,arum bali dive,arum bali dive
POI,komplek ocbc,komplek ocbc
POI,golf lake residence,golf lake residence
POI,astra motor wonosari,depan polres
POI,warung sate solo pak jum,warung sate solo pak jum
POI,btn mahesa,btn mahesa
POI,vermak levis,vermak levis
POI,vermak levis,ged oleos 2 lan 6 zone b
POI,masjid nurus salam,masjid nurus salam
POI,bri unit ciawi singaparna,bri unit ciawi singaparna
POI,bri unit ciawi singaparna,puri indah cbd lippo mall puri upper ground floor
POI,makmur ud,makmur ud
POI,asrama tni ad,asrama tni ad
POI,clean fresh laundry,clean fresh laundry
POI,kpri,kpri
POI,pergudangan mutiara,pergudangan mutiara
POI,warung kelapa,warung kelapa
POI,komplek puri citra,komplek puri citra
POI,lestari residence,lestari residence
POI,lestari residence,danau beko
POI,nusa baru furniture,nusa baru furniture
POI,kawan musik,cari kawan musik
POI,java de kost,java de kost
POI,taman mini indonesia indah,taman mini indonesia indah
POI,taman mini indonesia indah,diratama cm. cv
POI,gt. cell,gt. cell
POI,grand mall bekasi,grand mall bekasi
POI,warkop hsd,warkop hsd
POI,ud. yuan,ud. yuan
POI,asrama widuri,asrama widuri
POI,asrama widuri,pinang ranti
POI,asrama widuri,klinik mogot daan
POI,kantor desa arsopura,kantor desa arsopura
POI,kantor desa arsopura,lio water
POI,kantor desa arsopura,indah px
POI,kantor desa arsopura,perum maya persada
POI,sea mitra,sea mitra
POI,nila residence,nila residence
POI,kantor camat,kantor camat
POI,kantor camat,balle juy
POI,kantor camat,full truck
POI,pelabuhan kalianget sumenep,pelabuhan kalianget
POI,farel s. sukowati,farel
POI,mangga dua square,mangga dua square
POI,komplek pakuan 2 tajur,komplek pakuan
POI,g4s security services. pt,g4s security services. pt
POI,g4s security services. pt,dg. salu
POI,g4s security services. pt,komp
POI,mutiara regency,mutiara regency
POI,toko obat buyung,toko obat buyung
POI,taman permata buana,taman permata buana
POI,brimob kotaraja,brimob kotaraja
POI,komplek puri citra,komplek puri citra
POI,lpk musik cms,lpk musik cms
POI,green lovina residence,green lovina residence
POI,peta park,peta park
POI,paradise resort,paradise resort
POI,komplek keuangan,komplek keuangan
POI,valdo inc.,valdo inc.
POI,valdo inc.,darso
POI,pangkas rambut bandung,pangkas rambut bandung
POI,pangkas rambut bandung,universitas gunadarma
POI,boto stationery,sumur boto stationery
POI,boto stationery,service all smarthone
POI,toko ian,toko ian
POI,perum queen residence,perum queen residence
POI,talago laweh,talago laweh
POI,warung timbul 2,warung timbul 2
POI,warung timbul 2,pd auzan batu alam
POI,ramayana karawang,ramayana karawang
POI,praktik dokter,praktik dokter
POI,auto care center,auto care center
POI,cluster fontana,cluster fontana
POI,toko utama jaya,toko utama jaya
POI,terminal pasar lembang,terminal pasar lembang loket
POI,desta,desta
POI,perumahan graha,depan perumahan
POI,perumahan perhubungan darat,perumahan perhubungan darat
POI,showroom mentari motor,showroom mentari motor
POI,spoke barbershop,spoke barbershop
POI,jembatan brenggolo,jembatan brenggolo
POI,perum damri,perum damri
POI,ra mentari,ra mentari
POI,reza toko,reza toko
POI,reza toko,kunti dewi
POI,toko alkes,toko alkes
POI,toko alkes,aipiry
POI,toko alkes,perumahan perwira mabad
POI,warung lesehan mbak rina,warung lesehan mbak rina
POI,inaq julian,inaq julian
POI,van_de_van corner,van_de_van corner
POI,komplek pandawa,komplek pandawa
POI,pasar rumput,pasar rumput
POI,aldi cell,aldi cell
POI,stasiun srowot,stasiun srowot
POI,masakan padang,masakan padang
POI,masakan padang,percasi
POI,beges motor sport,beges motor sport
POI,wica cell,wica cell
POI,kios laras,kios laras
POI,toko ema,toko ema
POI,tbm,tbm
POI,tbm,marwan
POI,apotek,apotek
POI,apotek,alfa mart
POI,my-cell,my-cell
POI,toko mbak susi,toko mbak susi
POI,toya bungkah,batur natural hot spring
POI,cifest walk,cifest walk
POI,rm 10000,rm 10000
POI,kp. lembur sawah,kp. lembur sawah
POI,rm dan pemancingan brubus,rm dan pemancingan brubus
POI,bengkel las,bengkel las
POI,graha sampurna,graha sampurna
POI,toko kayu,toko kayu
POI,toko kayu,belakang lekker story
POI,toko kayu,btn hamzi
POI,pijat reflexi labuang,pijat reflexi
POI,yani cell,yani cell
POI,kp. babakan sadang,"kp. babakan sadang, renc"
POI,kp. babakan sadang,taman nasional bukit barisan selatan
POI,tukang jahit,tukang jahit
POI,autodk,autodk
POI,autodk,cawa cawa
POI,apotik prita keluarga,apotik prita keluarga
POI,btn citra ayu,btn citra ayu
POI,btn citra ayu,kelurahan silaberanti palembang
POI,btn citra ayu,danau cinta
POI,btn citra ayu,mal ratu indah
POI,stasiun sukaraja,stasiun sukaraja
POI,stasiun sukaraja,grha denta waskita 2
POI,stasiun sukaraja,aspen residence
POI,spbu dedy jaya,spbu dedy jaya
POI,klinik pratama sugih waras,klinik pratama sugih waras
POI,sate kambing cak duro,sate kambing cak duro
POI,perum jatimulyo baru,perum jatimulyo baru
POI,tambang ayam,tambang ayam
POI,tambang ayam,alba mart
POI,tambang ayam,cubicle
POI,serpong,serpong
POI,komp wahyu sejahtera,komp wahyu sejahtera
POI,dian cell,dian cell
POI,graha pusaka,graha pusaka
POI,rm tanta elvie,rm tanta elvie
POI,green garden,green garden
POI,stasiun bekri,stasiun bekri
POI,stasiun bekri,villa kota bunga ade
POI,stasiun bekri,rumah kenzie
POI,pt kiki jaya airconindo,pt kiki jaya airconindo
POI,pt kiki jaya airconindo,toko low
POI,orang baik,orang baik
POI,orang baik,navitri
POI,orang baik,omah winih siswo banser
POI,grand duta,grand duta
POI,bunderan cigasong,bunderan cigasong
POI,dum thai tea,dum thai tea kuta
POI,dum thai tea,holland bakery
POI,kios khalisa,kios khalisa
POI,toko rusmir,toko rusmir
POI,taman tegalharjo,taman tegalharjo
POI,perumahan wahana,perumahan wahana
POI,king electric,king electric
POI,king electric,slank fans club (sfc)
POI,warung makan bu pur,warung makan bu pur
POI,upin noviandi,upin noviandi
POI,mie ayam baso semar,mie ayam baso semar
POI,griya harsa ii,griya harsa ii
POI,griya harsa ii,zahra cell
POI,komplek puri citra,komplek puri citra
POI,etude house,etude house
POI,rptra cambela,rptra cambela
POI,pt bina karya prima,pt bina karya prima
POI,perumahan griya persada,perumahan griya persada
POI,perumahan griya persada,aho toko
POI,toko sinar terang,toko sinar terang
POI,toko sinar terang,kost crigis
POI,denny textile,denny textile
POI,teguh sukadi,teguh sukadi
POI,forbis hotel,keramat watu
POI,balai psda krueng aceh tenom,balai psda krueng aceh tenom
POI,tambak wedi,tambak wedi
POI,tambak wedi,ujm steam
POI,toko material,toko material tanjung tirto
POI,bandara harun thohir,bandara harun thohir
POI,kantor desa bandung,kantor desa bandung
POI,kantor desa bandung,gedung serbaguna batu ampar
POI,sate gule,sate gule
POI,dwi tunggal jaya pt,dwi tunggal jaya pt
POI,kebun wisata pasirmukti,kebun wisata pasirmukti
POI,kebun wisata pasirmukti,usa bin asma
POI,kebun wisata pasirmukti,rb 1 bumi setia tegalrejo pingled
POI,kebun wisata pasirmukti,tks dw labasa
POI,m. cell,m. cell
POI,toko ban n velg mobil fitry jaya ban,toko ban n velg mobil fitry jaya ban
POI,lestari residence,lestari residence
POI,lestari residence,man 1
POI,lestari residence,singosari royal park
POI,lestari residence,pt bni sekuritas
POI,toko wati,toko wati
POI,komplek kodam jaya,komplek kodam jaya
POI,metro motor ahass,metro motor ahass
POI,metro motor ahass,ruko
POI,metro motor ahass,pt. sayap mas utama
POI,al huda,al huda
POI,sasak pengki,sasak pengki
POI,sasak pengki,daily biter
POI,pasar leuwiliang,pasar leuwiliang
POI,tower sakura,tower sakura
POI,ahass lestari,ahass lestari 2
POI,mitra juice,mitra juice
POI,tk. mitra usaha,tk. mitra usaha
POI,graha mustika,graha mustika
POI,kios yasin al fadani,kios yasin al fadani
POI,banjar kasianan,banjar kasianan
POI,asrama pusdikzi,asrama pusdikzi
POI,asrama pusdikzi,durian labu
POI,asrama pusdikzi,apotek erna
POI,griya batik tulis lasem eyang,griya batik tulis lasem
POI,griya batik tulis lasem eyang,outled toko lampu led murah
POI,bubur aryo,bubur aryo
POI,gedung bca,gedung bca
POI,gedung bca,nurul auliya
POI,kampung bahasa arab,kampung bahasa arab
POI,stasiun bekri,stasiun bekri
POI,stasiun bekri,pasar jaya bukit duri
POI,perumahan griya setia nusa,perumahan griya setia nusa
POI,agnes nurseri,agnes nurseri
POI,stasiun parungkuda,stasiun parungkuda
POI,meruya residence,meruya residence
POI,pt. bank bni syariah,pt. bank bni syariah
POI,konter albarokah cell,pasar lama ciampea
POI,warung nasi barokah,warung nasi barokah
POI,warung nasi barokah,margherita
POI,smp budaya,smp budaya
POI,smp budaya,sd negeri sungareun
POI,tk pamardi siwi 02,tk pamardi siwi 02
POI,paud mutiara hati sematang borang,paud mutiara hati sematang borang
POI,paud mutiara hati sematang borang,bii atm water front city marina batam
POI,mahameru,mahameru
POI,toko jaya,toko jaya
POI,toko jaya,warung win demplon
POI,toko jaya,ruko ptm 2
POI,toko jaya,toko tina
POI,samping thai tea,dpn indomaret
POI,samping thai tea,gedung graha sabar
POI,home stay gelo,lembayung sari home stay
POI,home stay gelo,toko h. jamali
POI,pt ruko lodan raya,"ovis send n save, pt"
POI,toko amin makmur,toko amin makmur
POI,sopo del tower,sopo del tower
POI,sopo del tower,farid jaya
POI,sopo del tower,ign. hening swasono
POI,suzuki remaja motor,suzuki remaja motor
POI,oddy,oddy
POI,cluster fiore,cluster fiore
POI,perumahan wahana,perumahan wahana
POI,bakso bakar jost,bakso bakar jost
POI,bakso bakar jost,bina sena
POI,sri indrapura,sri indrapura
POI,griya salsabila permai,griya salsabila permai
POI,griya salsabila permai,pendidikan sunan giri malang
POI,richeese factory adityawarman,richeese factory adityawarman
POI,richeese factory adityawarman,gema audio
POI,richeese factory adityawarman,perumahan kanisius
POI,richeese factory adityawarman,ready cell
POI,griya mulya,griya mulya
POI,griya mulya,golden swan
POI,griya mulya,blok a
POI,toko irago,toko irago
POI,pecel lele bu kamilah,pecel lele bu kamilah
POI,warung makan adem ayem,warung makan adem ayem
POI,bakso mitra,bakso mitra
POI,555,555
POI,jaya maspion permata,jaya maspion permata
POI,hotel orcid garden,hotel orcid garden
POI,terminal bubulak gampang,terminal bubulak
POI,toko kelontong,toko kelontong
POI,toko ijo,toko ijo
POI,paradise serpong city,paradise serpong city
POI,mitra net cafe,mitra net cafe
POI,ferry. cv,ferry. cv
POI,ferry. cv,moch. syafi'i
POI,musholla miftahul huda,musholla miftahul huda
POI,qbe pool bandung sales office,qbe pool bandung sales office
POI,jembatan pangarengan bakso,jembatan pangarengan
POI,jembatan pangarengan bakso,kedai bloond benerloe
POI,bella salon,bella salon
POI,toko nuri,toko nuri
POI,paud tunas harapan,paud tunas harapan
POI,stasiun buaran,stasiun buaran
POI,andaliman,andaliman
POI,rm pak darno,rm pak darno
POI,aneka boneka,aneka boneka
POI,aneka boneka,ud. bun min
POI,warung kopi,warung kopi
POI,pasir muncang,pasir muncang
POI,ranch market,ranch market
POI,kebun ambalutu,kebun ambalutu
POI,hollywood kauman-ho,hollywood kauman-ho
POI,toko kelontong,toko kelontong
POI,toko kelontong,kantor kelurahan mangkubumi
POI,toko kelontong,komp. gim
POI,mie ayam ceker cak muji,mie ayam ceker cak muji
POI,depot air minum bunda,depot air minum bunda
POI,ar farm,ar farm
POI,sw shop atu lintang,sw shop atu lintang
POI,sw shop atu lintang,taman saba
POI,toko sekar jaya,toko sekar jaya
POI,toko karnadi,toko karnadi
POI,green bay,green bay
POI,green bay,layar
POI,green bay,tbar
POI,jembatan maryati,jembatan maryati
POI,wisma ritra,wisma ritra
POI,lebak jero,lebak jero
POI,perumahan pesona,sebrang perumahan pesona
POI,toko kaca glass,toko kaca glass
POI,tebing tinggi,tebing tinggi
POI,kedai ck,kedai ck
POI,toko bambang,toko bambang
POI,toni motor,toni motor
POI,toni motor,soto kudus kedai taman
POI,circumcision home arrahman,circumcision home arrahman
POI,circumcision home arrahman,perum bumi
POI,griya alam hijau lestari,griya alam hijau lestari
POI,golf lake residence,golf lake residence
POI,warung amat & arul,warung amat & arul
POI,"nur yuadiman, sh","nur yuadiman, sh"
POI,"nur yuadiman, sh",# jagakarsa
POI,nasi liwet solo bu wongso lemu,nasi liwet solo bu wongso lemu
POI,vio,vio
POI,patshoesina d tata,patshoesina
POI,patshoesina d tata,h. masril
POI,patshoesina d tata,halte stpdn
POI,bidan rika d.n amd.keb,bidan rika d.n amd.keb
POI,padang selasa,bukit besar
POI,warung kembar,warung kembar
POI,elken (medan),elken (medan)
POI,airy rooms,airy rooms
POI,airy rooms,pt samudra karya asia
POI,bali pecatu graha. pt,bali pecatu graha. pt
POI,terminal 2,sra indonesia cargo
POI,sari ayu toko,sari ayu toko
POI,sari ayu toko,dpw pks
POI,athoilah,athoilah
POI,klinik bersalin sutra,klinik bersalin sutra
POI,dinas pekerjaan umum kab oki,dinas pekerjaan umum kab oki
POI,dinas pekerjaan umum kab oki,mesjid lama
POI,taman bungkul,taman bungkul
POI,warung nasi sayur asem,warung nasi sayur asem
POI,warung nasi sayur asem,yuva
POI,jembatan cisumur,jembatan cisumur
POI,perumahan griya asri kentjana,perumahan griya asri kentjana
POI,perumahan griya asri kentjana,konveksi gading
POI,masjid al ikhlas,masjid al ikhlas
POI,bakso rudal,bakso rudal
POI,bakso rudal,asuransi raya pt
POI,kawasan industri mm2100,kawasan industri mm2100
POI,bakso solo,bakso solo
POI,toko diva jaya,toko diva jaya
POI,toko diva jaya,savory
POI,toko diva jaya,sinar jaya elektro
POI,one cell,one cell
POI,one cell,lepek hijau
POI,one cell,nasi samin pal delapan
POI,pelabuhan perikanan nusantara,pelabuhan perikanan nusantara
POI,kantin ibu ahun,kantin ibu ahun
POI,lubuk batang,lubuk batang
POI,lubuk batang,makam leuwi waru
POI,lubuk batang,pasar senen
POI,meching laundry,meching laundry
POI,meching laundry,toko andes
POI,meching laundry,pos indonesia
POI,kelurahan kamal,kelurahan kamal
POI,terang maju ud,terang maju ud
POI,sumber bangunan,sumber bangunan
POI,arsa mas cv,arsa mas cv
POI,bale tirtawana,bale tirtawana
POI,mandiri motor-ho,mandiri motor-ho
POI,mandiri motor-ho,amanah mass
POI,semon collection,semon collection
POI,semon collection,suprapti
POI,grand aroepala,grand aroepala
POI,k.o shoes,k.o shoes
POI,charming,charming
POI,yazid,yazid
POI,yazid,gedung prijadi praptosuhardjo iii
POI,komplek bumi persada,komplek bumi persada
POI,arga motor,arga motor
POI,arga motor,saw san toko
POI,toko bu nining,toko bu nining
POI,nasi pecel dan rawon ayu,nasi pecel dan rawon ayu
POI,jeevika salon,jeevika salon
POI,jeevika salon,dokter hewan medy
POI,toko tiga putri,toko tiga putri
POI,ay' salon,ay' salon
POI,ay' salon,perum dermojoyo per
POI,ud rino,ud rino
POI,berkah abadi,berkah abadi
POI,berkah abadi,saung nuabi
POI,berkah abadi,cl 15
POI,fastechindo,fastechindo
POI,exzellenz residence,dekat kkgj
POI,bengkel las jaya guna,bengkel las jaya guna
POI,bengkel las jaya guna,samping prima fresh
POI,toko jebek,toko jebek
POI,toko jebek,haikal
POI,toko jebek,sar
POI,b paint jasa cat motor,b paint jasa cat motor
POI,lapangan merdeka bintuhan,lapangan merdeka bintuhan
POI,sumur bor,sumur bor
POI,toko melani fashion,toko melani fashion
POI,toko melani fashion,kios dodol hj. nurmi
POI,toko melani fashion,alfamart pasar wisata
POI,rizal motor,rizal motor
POI,rizal motor,kpa kota jayapura
POI,warung makan bu darno,warung makan bu darno
POI,villa srikandi estate,villa srikandi estate
POI,aneka selang,aneka selang
POI,toko multi prima jaya,toko multi prima jaya
POI,jembatan idanogawo,jembatan idanogawo
POI,bumi sakinah lestari,bumi sakinah lestari
POI,pacuan kuda pulo mas,pacuan kuda pulo mas
POI,pacuan kuda pulo mas,yanto
POI,cv rokade cooperation,cv rokade cooperation
POI,lotek hanan ar razak,lotek hanan ar razak
POI,lotek hanan ar razak,gungung gedogan-
POI,lotek hanan ar razak,warung nasi yani
POI,wayan terus,wayan terus
POI,toko kue maju,toko kue maju
POI,toko kue maju,lembaga study peningkatan peran daerah (sppd)
POI,batik putri,batik putri
POI,batik putri,bimbel simple smart solution
POI,rumah makan maju jaya,rumah makan maju jaya
POI,rumah makan maju jaya,queen laundry
POI,komplek puri citra,komplek puri citra
POI,komplek puri citra,kaersi apparel
POI,komplek puri citra,rumah mpo mpis
POI,stasiun walantaka,stasiun walantaka
POI,bri link jihan ponsel,bri link jihan ponsel
POI,bri link jihan ponsel,batam tech
POI,bri link jihan ponsel,the roots barbershop - shop haus
POI,damkar,damkar
POI,damkar,bengkel mobil fajar
POI,jack coner,jack coner
POI,pertamina,pertamina
POI,balai rupih,balai rupih
POI,balai rupih,cafe tm
POI,komplek polri cipinang atas,komplek polri cipinang atas
POI,gio cell,gio cell
POI,studio embun,studio embun
POI,kuta cot glie,kuta cot glie
POI,gedung pancasila,gedung pancasila
POI,gedung pancasila,irvie
POI,hijau wisata,hijau wisata
POI,padang halaban,padang halaban
POI,yakitori go,yakitori go
POI,ruko harvest,ruko harvest
POI,toko kasman,toko kasman
POI,adi jaya putra,adi jaya putra
POI,bella ponsel,bella ponsel
POI,citra serang residence,citra serang residence
POI,prima riau holiday. pt,prima riau holiday. pt
POI,prima riau holiday. pt,mi 2000
POI,rusun komarudin,rusun komarudin
POI,kampung atm,kampung atm
POI,asna,asna
POI,asna,pulau kel.
POI,pelabuhan patimban,pelabuhan patimban
POI,pelabuhan patimban,berkah florist
POI,tanjuang pangka,tanjuang pangka
POI,graha pdsi,graha pdsi
POI,lapangan ckk,lapangan ckk
POI,neo.ltd coffee,neo.ltd coffee
POI,toko ibu wuryati,toko ibu wuryati
POI,bakso dan mie ayam salsa,bakso dan mie ayam salsa
POI,komplek arya residence,komplek arya residence
POI,komplek arya residence,aba penginapan
POI,komplek arya residence,rptra rawa badak utara
POI,mahendra motor,mahendra motor
POI,all clean,all clean
POI,perum griya sukarame,perum griya sukarame blok f6
POI,dusun bakalan,dusun bakalan
POI,way tuba,way tuba
POI,komplek griya asri mandiri,komplek griya asri mandiri
POI,komplek griya asri mandiri,yon arhanud 10 pesanggrahan
POI,warung makan bu fatimah,warung makan bu fatimah
POI,mall panakkukang,mall panakkukang
POI,mall panakkukang,wirajaya las
POI,pasar rumput,pasar rumput
POI,pasar rumput,pt polbe
POI,wr. bu roy,wr. bu roy.
POI,pasar senen,pasar senen
POI,green bay,green bay
POI,taman merdeka depok,taman merdeka
POI,taman merdeka depok,toko setiawan
POI,taman merdeka depok,amygo
POI,taman merdeka depok,tong tji tea bar
POI,oner,oner
POI,polbangtan yoma,polbangtan yoma
POI,sd negeri jombok 2,sd negeri jombok 2
POI,griya intikomp,griya intikomp
POI,kampung baru,kampung baru tebing
POI,ud rizky abadi,ud rizky abadi
POI,shop & drive,shop & drive
POI,kios ilham,kios ilham
POI,baso idola,baso idola baru
POI,gita galeri rajut,gita galeri rajut
POI,toko perlengkapan,toko perlengkapan pertanian
POI,okky,okky
POI,vision optik,vision optik
POI,toko raihan,toko raihan
POI,perumahan permata regency,perumahan permata regency
POI,perumahan permata regency,amii
POI,toko luga saut l,toko luga saut l
POI,toko luga saut l,pasar cicadas
POI,ajo raihan,jembatan besi
POI,ajo raihan,gepekris poris indah
POI,kios ngabisah,kios ngabisah
POI,kios ngabisah,not us
POI,kios ngabisah,jeje house
POI,spbu malifut,spbu malifut
POI,kebun mumbul,mumbul garden
POI,motor motor x,motor motor x save gps
POI,toko bunda,toko bunda ulfah
POI,apotek marga husada 2,apotek marga husada 2
POI,rajawali golden,rajawali golden
POI,perumahan golden land,perumahan golden land
POI,palm spring regency,palm spring regency
POI,erfina kencana regency,erfina kencana regency
POI,taman bunga,taman bunga nusantara
POI,taman bunga,mak ano
POI,satsikmil type b,satsikmil type b
POI,siomay mba'yu,siomay mba'yu
POI,siomay mba'yu,karta jaya
POI,pasar leuwiliang,pasar leuwiliang
POI,universitas langlangbuana,universitas langlangbuana
POI,pt. putra intan sejati,pt. putra intan sejati
POI,perum dirgantara permai,perum dirgantara permai
POI,"sd 65,jl",depan sd 65
