entity,predict,output
POI,ibnu group 2,ibnu group 2
POI,alun alun,alun alun
POI,perumahan gading makmur,perumahan gading makmur
POI,cuci motor puspa,cuci motor puspa
POI,danau keri bakso,bakso sido waras
POI,kedai kopi mie bagan,kedai kopi mie bagan
POI,denso,denso banjarmasin
POI,erfina kencana regency,erfina kencana regency
POI,rawa panjang,rawa panjang
POI,ud doa ibu,ud doa ibu
POI,cahaya surya bali indah pt,cahaya surya bali indah pt
POI,soto kudus wr njowo,soto kudus wr njowo
POI,endin,endin
POI,ud mandiri,ud mandiri
POI,kampung sumur,kampung sumur
POI,masjid al-imanah,masjid al-imanah
POI,atm bni,atm bni
POI,warung bandrek & teh talua.perawas,warung bandrek
POI,soto ayam daging,soto ayam daging
POI,star one shop,star one shop
POI,toko buana,toko buana
POI,ud. putra diafan,ud. putra diafan
POI,salon jeng sri,salon jeng sri
POI,graha sampurna,graha sampurna
POI,allidra phone cell,allidra phone cell
POI,kud darma tani boja,kud darma tani boja
POI,pondok aqiqah,pondok aqiqah
POI,taman ciharendong kencana,taman ciharendong kencana
POI,ikan tude manado,ikan tude manado
POI,donat madu,donat madu
POI,mi swasta al huda karangpandan,mi swasta al huda karangpandan
POI,cimmi,cimmi
POI,salsa cell,salsa cell
POI,indomaret,indomaret
POI,komplek puri citra,komplek puri citra
POI,perumahan wahana,perumahan wahana
POI,toko ad,toko ad
POI,sopo del tower,sopo del tower
POI,mega lestari residence,mega lestari residence
POI,griya mas matahari,griya mas matahari
POI,sarwagi. pt,sarwagi. pt
POI,mf cell,mf cell
POI,ma sunan kalijaga,ma sunan kalijaga
POI,bumi corner,corner
POI,adirand multi millenia pt,adirand multi millenia pt
POI,cluster redwood,cluster redwood
POI,onya salon,onya salon
POI,toko anyar,toko anyar
POI,musholla nurul huda,musholla nurul huda
POI,toko usaha subur,toko usaha subur
POI,farlis listrik,farlis listrik
POI,jj salon,jj salon
POI,komarudin,komarudin
POI,lucky,lucky
POI,pondok tjandra indah,pondok tjandra
POI,foto copy super besar,foto copy super besar
POI,warung arsitek solo,warung arsitek solo
POI,parung benying,grand serpong 2
POI,milky bean,milky bean
POI,indah agung,indah agung
POI,pt sosro,pt sosro
POI,warung samping smpn 20,smpn 20 bogor
POI,faiz tex,faiz tex
POI,pt al aqsha jisru dakwa,pt al aqsha jisru dakwa
POI,jaya imperial park,jaya imperial park
POI,boo fitzz,boo fitzz
POI,trio mandiri,trio mandiri
POI,makam aulia male,makam aulia male
POI,rm citra lasan,rm citra
POI,gilang motor,gilang motor
POI,wb shuttle,samping rs. medirossa
POI,komplek bumi persada,komplek bumi persada
POI,tiga putra,kawai
POI,pt mega,pt mega
POI,ratu rental mobil,ratu rental mobil
POI,toko mebel yolin,toko mebel yolin
POI,graha matapel,graha matapel
POI,ukm sekar ayu,ukm sekar ayu
POI,rumah keke,rumah keke
POI,mulia baja,mulia baja tambun
POI,wisata bukit mas 2,du lyon
POI,julinar drg,julinar drg
POI,kana teknik,kana teknik
POI,curahgrinting taman manula,taman manula
POI,rptra intan,rptra intan
POI,double fresh,double fresh
POI,bidan shanti,bidan shanti
POI,handi,handi
POI,aneka rasa mbak dewi,adrem aneka rasa mbak dewi
POI,kejaksaan tinggi bengkulu,kejaksaan tinggi bengkulu
POI,toko dinda,toko dinda
POI,pura batan buah,pura batan buah
POI,toko ika,toko ika
POI,rumah dinas perhutani,terminal rembang
POI,arcade business center unit pg-ph-te,pantai indah
POI,bx cloth,bx cloth
POI,auto 77,auto 77
POI,citra sari,citra sari
POI,perumnas sultra,perumnas sultra
POI,patra home,patra home stay
POI,pisangan timur,pisangan timur
POI,pt mulya alam semesta tours,pt mulya alam semesta tours
POI,karang agung ilir,karang agung ilir
POI,bpsdm hukum dan ham,bpsdm hukum dan ham
POI,dzakira store,dzakira store
POI,totabuan cafe dan resto,totabuan cafe dan resto
POI,komplek puri citra,komplek puri citra
POI,talago gunung,talago gunuang
POI,kelurahan penggilingan,kelurahan penggilingan
POI,kumis,kumis
POI,oke,oke
POI,balai kota surabaya,taman surya
POI,toko yasmin,toko yasmin
POI,roti john dagen,roti john dagen
POI,bank mega,bank mega
POI,gajah rejo kel.,gajah rejo kel.
POI,toko aneka,toko aneka
POI,poll taksi,tanah koja
POI,btn cendana indah,btn cendana
POI,prima indah,indah px
POI,bpn kota pekalongan,bpn kota pekalongan
POI,x-sys,x-sys
POI,persada kemala,persada kemala
POI,jne,jne
POI,komplek kpkb,komplek kpkb
POI,perumahan daun village,perumahan daun village
POI,panti asuhan ar ridho,panti asuhan ar ridho
POI,smks inca ponorogo,smks inca ponorogo
POI,tebing breksi,tebing breksi
POI,nella salon,nella salon
POI,bukit baja supply co 4,bukit baja supply co
POI,toko nuur haddad,toko nuur haddad
POI,kios zahra,kios zahra
POI,bojong menteng,bojong menteng
POI,kedai es krim tsuraya,kedai es krim tsuraya
POI,lkp talenta jaya,lkp talenta jaya
POI,jasindo lintastama pt,jasindo lintastama pt
POI,masjid darun najah,masjid darun najah
POI,mt yanbul uluum,mt yanbul uluum
POI,warung adele,warung adele
POI,auto cling,auto cling bontang
POI,edi jaya motor,edi jaya motor
POI,"perusahaan pengelola aset, pt (persero)","perusahaan pengelola aset, pt (persero)"
POI,graha tirta,graha tirta
POI,depot prima sari,depot prima sari
POI,warung madu ratna,warung madu ratna
POI,the fire flies garden br,the fire flies garden
POI,angkringan pak seno,angkringan pak seno
POI,perumahan hawaiian,perumahan hawaiian
POI,pt. grand best indonesia,pt. grand best indonesia
POI,bensin hae,bensin hae
POI,ruko pasar cik puan,gilang sembako
POI,laras jaya motor,laras jaya motor
POI,h2o plus,h2o plus
POI,tk ida,tk ida
POI,bengkel mobil,bengkel mobil
POI,perumahan parung permata indah,perumahan parung permata indah
POI,perumahan wahana,perumahan wahana
POI,smp negeri 2 puring,smp negeri 2 puring
POI,toko & bengkel hmr,toko & bengkel hmr
POI,makam islam,makam islam
POI,the savia,the savia
POI,toko mawar,toko mawar
POI,pasar leuwiliang,pasar leuwiliang
POI,gerry permai,gerry permai
POI,pt. sansho rubber indonesia,pt. sansho rubber indonesia
POI,pacific century place,pacific century place
POI,src maryam,src maryam
POI,top man,top man
POI,ud.sinulingga,ud.sinulingga
POI,bpr kedung arto,bpr kedung arto
POI,mak djum,mak djum
POI,dedy servis,dedy servis kamera purwokerto custom13digital
POI,trevista residence,trevista residence
POI,baso pesat,baso pesat
POI,mie ayam arvino,mie ayam arvino
POI,asrama pusdikzi,asrama pusdikzi
POI,rumah jahit makassar,rumah jahit makassar
POI,toko aini,toko aini
POI,jembatan ampera,jembatan ampera
POI,ro drink,ro drink
POI,pabrik plastik bali,bali pet
POI,taman reptil,taman reptil adiluhur
POI,rptra dewi shinta,rptra dewi shinta
POI,abil aksesoris,abil aksesoris
POI,toko batik ayu,toko batik ayu
POI,locita paper flower,locita paper flower
POI,masjid al jihad,masjid al jihad
POI,sei jodoh,gedung gapuro
POI,ruko kaloka,ruko kaloka
POI,kesya coffee,kesya coffee
POI,sos vape store,work coffe indonesia
POI,citra tehnik,citra tehnik
POI,indrawati,indrawati
POI,gan karya,gan karya
POI,btn cabalu,btn cabalu
POI,perum kayu manis,perum kayu manis
POI,grand taruma,grand taruma
POI,global apple,global apple
POI,jembatan besi,jembatan besi
POI,tobo,tobo
POI,tj8v indomaret,kebon danas
POI,pabrik,pabrik sule akas
POI,buana impian 2,buana impian 2
POI,griya mitra mustika,griya mitra mustika
POI,bakso cah solo,bakso cah solo
POI,nerada estate,nerada estate
POI,pondok timur,pondok timur
POI,kios ning,kios ning
POI,ck 0172 - pet,ck 0172 -
POI,kampung bakalan,kampung bakalan
POI,golf lake residence,golf lake residence
POI,haus' tea,haus' tea
POI,rihan refleksi,rihan refleksi
POI,klinik pelita,klinik pelita kasih
POI,nonik salon,nonik salon
POI,mark kiddos,mark kiddos
POI,lethu film,lethu film
POI,cluster griya indah,cluster griya indah
POI,sul agung yatmo,yatmo
POI,jaya imperial park,jaya imperial park
POI,buk grujug,buk grujug
POI,terminal cileungsi,terminal cileungsi
POI,sate gule kambing,sate gule kambing
POI,graha tirta,graha tirta
POI,bb one,bb one
POI,tb toko besi anda,tb toko besi anda
POI,elia salon,elia salon
POI,stasiun bandung,stasiun bandung
POI,rth maron,rth maron
POI,kawasan industri,kawasan industri
POI,jaya agung,jaya agung
POI,klinik sakti medika,klinik sakti medika
POI,toko haya,toko haya
POI,raba,raba
POI,inti toko,inti toko
POI,cluster murai,cluster murai
POI,royal residence cluster greenwich,royal residence cluster greenwich
POI,dwi jaya understeel,dwi jaya understeel
POI,citra alam riverside,citra alam riverside
POI,anggy jaya motor,anggy jaya motor
POI,viro small,viro small market
POI,smpn 2 garut,smpn 2
POI,connell bersaudara bersama,palem semi
POI,yakusa cafe,yakusa cafe
POI,warung seger,warung seger
POI,kebab ndeso,kebab ndeso
POI,warung soto sedep dan sego wader dd,warung soto sedep dan sego wader dd
POI,intan berlian,intan berlian
POI,edoy cell,edoy cell
POI,pangandaran sakino,sakino
POI,dna design dan art,dna design dan art
POI,smp lpp umi,smp lpp umi
POI,ayuni butik,ayuni butik
POI,musholla at takwa,musholla at takwa
POI,warkop ms tedjo,warkop ms tedjo
POI,midnight star ii,midnight star ii
POI,posyandu mitra,posyandu mitra
POI,variasi sahabat,variasi sahabat
POI,kr. klumprik bar. iii,kr. klumprik bar. iii
POI,mahfud,mahfud
POI,perum griya mukti,perum griya mukti
POI,bali holiday point,bali holiday point
POI,kampung sumur,kampung sumur
POI,two k barbershop,two k barbershop
POI,dusun bakalan,dusun bakalan
POI,mts arafah,mts arafah
POI,aqeela laundry,aqeela laundry
POI,praktik dokter agus sudomo,alamat praktik dokter agus sudomo sp.s
POI,warung batagor,warung batagor
POI,mangga dua square,mangga dua square
POI,po new shantika,po new shantika
POI,vivit baby,vivit baby
POI,seafood pak jenggot,seafood pak jenggot
POI,terminal tondano,terminal tondano
POI,jembatan manggar,jembatan manggar
POI,simpang stip,simpang stip
POI,pt hms,simpang stip
POI,terminal pulo gebang,terminal pulo gebang
POI,mi ayam mang pani,mi ayam mang pani
POI,opik gina elektronik,opik gina elektronik
POI,stasiun cisauk,stasiun cisauk
POI,wisma argo manunggal,wisma argo manunggal
POI,toko sepatu nauli,toko sepatu nauli
POI,feby laundry,feby laundry
POI,perumahan tunas ilalang,perumahan tunas ilalang
POI,perum cijerah,perum cijerah
POI,cosmic joyhouse,cosmic joyhouse
POI,sasak perot,sasak perot
POI,mutiara elektronik,mutiara elektronik
POI,berca mandiri perkasa. pt,berca mandiri perkasa. pt
POI,casablanca mansion,casablanca mansion
POI,gedung graha dipta,gedung graha dipta
POI,sdn palmerah,sdn palmerah 07
POI,paud surya kasih,paud surya kasih
POI,puri permata 1,puri permata 1
POI,pemancingan rajawali ngrapah,pemancingan rajawali ngrapah
POI,ahli gigi,ahli gigi
POI,abdi cell,abdi cell
POI,komplek pertokoan sulung mas,komplek pertokoan sulung mas
POI,toko pinot,toko pinot
POI,sera print,sera print
POI,tukinem,tukinem
POI,salim comp,salim comp
POI,br dinas mumbul,br dinas mumbul
POI,kp. pisangan,kp. pisangan
POI,mekar jaya bike,mekar jaya bike
POI,martabak puji,martabak puji
POI,top container line,top container line
POI,bogor kpp,bogor kpp
POI,surya shop,surya shop
POI,cahaya cell,cahaya cell
POI,jembatan gantung,jembatan gantung dadirejo
POI,toko setia hati,toko setia hati
POI,ruko melia walk,ruko melia walk
POI,puri galaxy,palm court pc917
POI,kripik gede,kripik gede
POI,fathur,fathur
POI,bukit mongkrang,bukit mongkrang
POI,goa jatij,endang
POI,toko murah,toko murah
POI,bandara lagaligo bua,bandara lagaligo bua
POI,salon bang tholib,salon bang tholib
POI,outer ring,alma cell
POI,cv. bumi pratama,cv. bumi pratama
POI,pasar senen,pasar senen
POI,warung ibu neneng,warung ibu neneng
POI,cs rental,cs rental
POI,ngadirojo zahra transport,zahra transport
POI,taman bona indah,taman bona indah
POI,rumah makan dragon,rumah makan dragon
POI,cim baso kanis soreang,baso kanis soreang
POI,willy,willy
POI,depan sd 1 karangduren,depan sd 1
POI,choirul,choirul
POI,the bic,the bic
POI,pak ujang,pak ujang
POI,komplek bppt,komplek bppt
POI,mp salon,mp salon
POI,perumahan wahana,perumahan wahana
POI,sate khas senayan,sate khas senayan
POI,tiki,tiki
POI,dapoer sasak,dapoer sasak
POI,kompleks pertanian skyline,kompleks pertanian skyline
POI,bunderan pameuntasan,bunderan pameuntasan
POI,tamrin sunani,sunani
POI,cluster mutiara sakura,cluster mutiara sakura
POI,wahyudi,wahyudi
POI,cuci motor mas nur,cuci motor mas nur kholis
POI,widi,widi
POI,cv. alga persada raya,cv. alga persada raya
POI,jk,pasar bengkok ciledug
POI,pasar bengkok ciledug,pasar bengkok ciledug
POI,kud toko faza,toko faza
POI,bank danamon,bank danamon
POI,quick,quick
POI,rina,rina
POI,perumahan wahana,perumahan wahana
POI,alun-alun tayu,alun-alun tayu
POI,cuci motor awian,cuci motor awian
POI,mangga besar,mangga besar
POI,top selfie pinusan kragilan,top selfie pinusan kragilan
POI,teras country residence,teras country residence
POI,sdn dayeuhluhur ii,sdn dayeuhluhur ii
POI,le rosh boutique-ho,le rosh boutique-ho
POI,asrama pusdikzi,asrama pusdikzi
POI,toko alat tulis,toko alat tulis
POI,perumahan istana regency,perumahan istana regency
POI,fadiya,fadiya
POI,hj. mastiah,hj. mastiah
POI,kedai nasi uduk,kedai nasi uduk
POI,salon fitri,salon fitri
POI,masjid baitussajidin,masjid baitussajidin
POI,doops store,doops store
POI,terminal seloaji,terminal seloaji
POI,m tahir pengecer koran,m tahir pengecer koran
POI,bank mandiri,bank mandiri
POI,aj collection,aj collection
POI,green bay,green bay
POI,toserba ani,toserba ani
POI,batik mart pekalongan-,batik mart pekalongan-
POI,tools world plc,tools world plc
POI,samping apotek ada,apotek ada 24
POI,45 toko,45 toko
POI,irfan,irfan
POI,pertokoan darmo park,komp. pertokoan darmo park i
POI,sumardi,sumardi
POI,club house,club house
POI,gorengan maya,gorengan maya
POI,sea mitra,sea mitra
POI,roti bakar dan roti kukus,roti bakar dan roti kukus
POI,bali bustle,bali bustle
POI,ud. tju giok fa,ud. tju giok fa
POI,toko mas senang hati,toko mas senang hati
POI,hotel ramayana,hotel ramayana
POI,aini,aini
POI,jagal sapi pak tomo,jagal sapi pak tomo
POI,masjid jami tawakal 2,masjid jami tawakal 2
POI,subur foto copy,subur foto copy
POI,agen resmi nasa selong,agen resmi nasa selong lotim
POI,cuci motor,cuci motor
POI,rabbani,rabbani
POI,rusun tanah abang,rusun tanah abang
POI,stasiun duku,stasiun duku
POI,beras jaya abadi,beras jaya abadi
POI,gelam jaya,polygon cycle indonesia (g bike)
POI,katilah,katilah
POI,heavenland park n-5,heavenland park
POI,roni cell,roni cell
POI,jogja amazon green 2,jogja amazon green 2
POI,toko sun prima,toko sun prima
POI,alfamart,alfamart
POI,nerada estate,nerada estate
POI,kawasan industri,kawasan industri
POI,susan shop,susan shop
POI,dfc ayam geprek,dfc ayam geprek
POI,watu,watu gajah
POI,kios mukti,kios mukti
POI,wilayah ii,wilayah ii
POI,komplek sinar lestari,komplek sinar lestari
POI,masjid sendang arum,masjid
POI,kpa 3,jati legi mebel
POI,hotel ug3,hotel ug3
POI,putra moro indah,putra moro indah
POI,pecel lele restu ibu,pecel lele restu ibu
POI,masjid at-taubah,masjid at-taubah
POI,"perajin, mariana","perajin, mariana"
POI,citra abadi optik-ho,citra abadi optik-ho
POI,tree'n boutique,tree'n boutique
POI,red tree asia,kmo building
POI,oci fox. net,oci fox. net
POI,rindang motor,rindang motor
POI,mirah d5,mirah d5
POI,toko aira water,toko aira water
POI,raudah guest house,raudah guest house
POI,unit ballroom,unit ballroom
POI,kampoeng radja,taman wisata kampoeng radja
POI,bukit tiban selaras,bukit tiban selaras
POI,taman a.i.s,dakota
POI,toko eroza,toko eroza
POI,kpad pindad selatan,kpad pindad selatan
POI,tugu nanas,tugu nanas
POI,kampus unrika,kampus unrika
POI,the body shop big mall,the body shop big mall
POI,pratama mobil,pratama mobil
POI,toko oleh oleh ibu hj lili,toko oleh oleh ibu hj lili
POI,jasdam iv,jasdam iv dip
POI,perumahan kft,perumahan kft
POI,rizky rico motor,rizky rico motor
POI,ud. inasa tani makmur,ud. inasa tani makmur
POI,buket bunga,buket bunga satin kudus
POI,gg. bungsu,gg. bungsu
POI,gor segoro amarto,gor segoro amarto
POI,tpa an nur,tpa an nur
POI,bank mandiri,bank mandiri
POI,jaya imperial park,jaya imperial park
POI,gloria jaya percetakan,gloria jaya percetakan
POI,kp. pulomalang,kp. pulomalang
POI,tk islam charijah,tk islam charijah
POI,suryadi,suryadi
POI,jikun,jikun
POI,ruko rungkut megah raya,all mac
POI,toko amra,toko amra
POI,aba ama,aba ama
POI,warkop kandim,warkop kandim
POI,atm bni,atm bni
POI,bambu hijau residence,bambu hijau residence
POI,ruko pamulang permai,depan indomaret
POI,dunia mandiri photo copy,dunia mandiri photo copy
POI,miskah,miskah
POI,oktaviana,oktaviana
POI,depot citra rasa,depot citra rasa
POI,swara harmony music school,swara harmony music school
POI,pusat pasar niaga ponsel,niaga ponsel
POI,dusun jetis,dusun jetis
POI,smk negeri 15 samarinda,smk negeri 15 samarinda
POI,toko manna,toko manna
POI,es teler berlian,es teler berlian
POI,sport tiara,sport tiara
POI,rusfani,rusfani
POI,griya rias and salon wina,griya rias and salon wina
POI,asrama mahasiswa ui,asrama mahasiswa ui
POI,bank rakyat indonesia,bank rakyat indonesia
POI,kopi pawon,kopi pawon
POI,toko indah jaya collection,toko indah jaya collection
POI,toko ismail,toko ismail
POI,java citayam residence,java citayam residence
POI,sri ii,bali bustle
POI,water garden,water garden
POI,mt an nur,mt an nur
POI,via salon,via salon
POI,graha sentana,graha sentana
POI,stasiun palur,stasiun palur
POI,sulis meubel,sulis meubel
POI,warung ceu titi,warung ceu titi
POI,forest hill,forest hill
POI,rsu herna medan,rsu herna medan
POI,anugerah ud,anugerah ud
POI,jasa pembuatan kaligrafi,jasa pembuatan kaligrafi
POI,hana salon,hana salon
POI,bojong menteng,bojong menteng
POI,palm spring regency,palm spring regency
POI,aunty hijab,aunty hijab
POI,terminal indihiang,terminal indihiang
POI,bri minas,bri minas
POI,hungry gogo,hungry gogo
POI,hisana fried chicken nurul huda,hisana fried chicken
POI,toko wafa,toko wafa
POI,toko qolbi,toko qolbi
POI,rama sinta,rama sinta
POI,kebun tebu,kebun tebu
POI,pkl nino,pkl nino
POI,jumper cell,jumper cell
POI,hotel grand hp,hotel grand hp
POI,wawan,wawan
POI,kampung bahasa arab,kampung bahasa arab
POI,tukang sembako,tukang sembako
POI,rumah makan bu umi,rumah makan bu umi
POI,kampung cicadas,kampung cicadas
POI,santi jayanti,santi jayanti
POI,nasrul,nasrul
POI,perum dirgantara permai,perum dirgantara permai
POI,komplek bni,komplek bni
POI,pademangan 7,pademangan 7
POI,toko pada suka,toko pada suka
POI,pegadaian,pegadaian
POI,clioche,clioche
POI,kavling polri,kavling polri
POI,bajuran kel.,bajuran kel.
POI,cluster mataram,cluster mataram
POI,asrama polisi,asrama polisi
POI,toko baju,toko baju
POI,iq sabah,iq sabah
POI,salma kian,graha dutar
POI,pondok cina,st. pondok cina
POI,kawasan industri mitra karawang,kawasan industri mitra karawang
POI,uus usairah,uus usairah
POI,taman karya perum riau indah lestari,perum riau indah lestari
POI,tape ketan kania,tape ketan kania
POI,kedai bunay,kedai bunay
POI,gappindo,gappindo
POI,golf lake residence,golf lake residence
POI,nori toko mas-ho,nori toko mas-ho
POI,wanna biro jasa,wanna biro jasa
POI,masjid nurul jibal,masjid nurul jibal
POI,stokis hpa - sophan setiyan,"stokis hpa - sophan setiyan, s. sos."
POI,masjid jamie nurul huda,masjid jamie nurul huda
POI,terminal 1a,terminal 1a
POI,tugu traya,warung bakso cak irul
POI,cellone'n coffe,cellone'n coffe
POI,fried chicken evan zp,fried chicken evan zp
POI,jhiro,jhiro
POI,plaza bri,plaza bri
POI,pesantren nurul huda ash sholihin,pesantren nurul huda ash sholihin
POI,pelabuhan tanjung serdang maniang  salino,pulau laut tengah pelabuhan tanjung serdang
POI,d metro,d metro
POI,toko aneka,toko aneka
POI,jambu tree residence,jambu tree residence
POI,terminal seloaji,terminal seloaji
POI,nu cell,nu cell
POI,perumahan permata coco,perumahan permata coco
POI,cafe batra,cafe batra
POI,smp negeri 5 bogor,smp negeri 5 bogor
POI,sd negeri bahagia 05,sd negeri bahagia 05
POI,kawasan industri,kawasan industri tuban
POI,islamic village,islamic village
POI,arini grafika,arini grafika
POI,dapur jawa sederhana,dapur jawa sederhana
POI,sd negeri 2 nawa,sd negeri 2 nawa kerti
POI,terminal damri,bus terminal damri
POI,perumahan kft,perumahan kft
POI,perumahan golden land,perumahan golden land
POI,cendana ariaa bordir,ariaa bordir
POI,puncak pinus,puncak pinus
POI,angkringan mas adhi,angkringan mas adhi
POI,citra alam riverside,citra alam riverside
POI,pesona bintaro rengas,pesona bintaro rengas
POI,tugimin,tugimin
POI,maruasey malalayang,terminal malalayang
POI,zamqiiz jifani terpal,zamqiiz jifani terpal
POI,talago laweh,talago laweh
POI,toilet pertamina,toilet pertamina
POI,pt oil tanking merak,pt oil tanking merak
POI,zuya busana,zuya busana
POI,rais,rais tas
POI,wisata alam,wisata alam situ gunung
POI,wisata bukit mas cluster alexandria,wisata bukit mas cluster alexandria
POI,paud terpadu babul ilmi,paud terpadu babul ilmi
POI,salon salfa,salon salfa
POI,taman kota gorontalo,taman kota gorontalo
POI,potong rambut,potong rambut daniz
POI,smk kes bakti medika,smk kes bakti medika
POI,dali motor,dali motor
POI,kios megah,kios megah
POI,amf,sri hariti. amf
POI,ilgos pt,ilgos pt
POI,puriloka asri pt,puriloka asri pt
POI,iwan cell,iwan cell
POI,perum permata griya asa,perum permata griya asa
POI,palm spring regency,palm spring regency
POI,h. singgih,h. singgih
POI,lebak jero,lebak jero
POI,warung kiara,warung kiara
POI,tugu tb 23 c,tb 23 c
POI,villas tropic,villas tropic
POI,es teler berlian,es teler berlian
POI,ridwan toko,ridwan toko
POI,pasar kranji,pasar kranji
POI,jln.sumur bor,sumur bor
POI,apotek tunggal,apotek tunggal
POI,warkop four n,warkop four n
POI,dms,dms
POI,pertigaan kali caglak,pertigaan kali caglak
POI,kantor lurah arjowinangun,kantor lurah arjowinangun
POI,tk pkk mardi siwi,tk pkk mardi siwi
POI,sheila rosse villa,sheila rosse villa
POI,toko erna,toko erna
POI,one wolter place,one wolter place
POI,hegarasa ciherang gede,hegarasa ciherang gede
POI,pasar pejagalan,pasar pejagalan
POI,taman legawong,taman legawong
POI,air cria,air cria
POI,bali buda store,bali buda store
POI,atom baby shop,atom baby shop
POI,toko ipin,toko ipin
POI,toko mbak sri,toko mbak sri
POI,toko erlin,toko erlin
POI,laundry ananta,laundry ananta
POI,rumah busana aninditha 81,rumah busana aninditha 81
POI,taman tugu juang,taman tugu juang
POI,toko teguh surya,toko teguh surya
POI,mie goreng rebus,mie goreng rebus
POI,warung soto lamogan,warung soto lamogan
POI,tiga jaya,tiga jaya
POI,masjid al falah kencong,masjid al falah
POI,riqza exclusiv,riqza exclusiv
POI,toko jago,toko jago
POI,sabar subur toko,sabar subur toko
POI,perumahan bayur sarana indah,perumahan bayur sarana indah
POI,warung makan,warung makan
POI,perum cijerah,perum cijerah
POI,ruko dupak megah,ruko dupak megah
POI,polda sumut,polda sumut
POI,ace hardware,ace hardware kelapa gading
POI,jembatan genit,jembatan genit
POI,zeno,zeno
POI,villa jaya qadri,villa jaya qadri
POI,dolok merangir,dolok merangir
POI,toko iwot acc,toko iwot acc
POI,wisata bukit mas 2,wisata bukit mas 2
POI,hello pet,hello pet
POI,kb nurul islam,kb nurul islam
POI,kafe nenek ita,kafe nenek ita
POI,warung cank ri,warung cank ri
POI,perumahan dinas puspiptek,perumahan dinas
POI,aice,aice
POI,jembatan limpapeh,jembatan limpapeh
POI,citra villa,citra villa
POI,ozhan cell,ozhan cell
POI,btn puri,btn puri
POI,ruko,ruko
POI,bakso tekwey,bakso tekwey
POI,kimia farma,kimia farma
POI,aula serba guna,aula serba guna
POI,afif crc jaya,afif crc jaya
POI,yesa car wash,yesa car wash
POI,lapangan tangsi,lapangan tangsi
POI,kantor desa cutpaloh,kantor desa cutpaloh
POI,perumahan wahana,perumahan wahana
POI,water garden,water garden
POI,hacienda mexicano,hacienda mexicano
POI,warung jengkol,warung jengkol
POI,toko nada,toko nada
POI,baby house,baby house
POI,rawa ilat,rawa ilat
POI,cornelia residence,cornelia residence
POI,sip cell,sip cell
POI,taman joglo,taman joglo
POI,inaq masni,inaq masni
POI,madin darul falah,madin darul falah
POI,villa glugur mas,villa glugur mas
POI,pasar kencar,pasar kencar
POI,masjid,masjid
POI,perum graha sentosa,perum graha sentosa
POI,toko mbah pawiro,toko mbah pawiro
POI,pasar leuwiliang,pasar leuwiliang
POI,ud. kiho kubah,ud. kiho kubah
POI,adi n.c store,stasiun sumberwadung
POI,uni,uni
POI,rumah jahit erlin tari,rumah jahit erlin tari
POI,satrio agung percetakan cv,satrio agung percetakan cv
POI,gedung keuangan negara,gedung keuangan negara
POI,cipta baja,cipta baja
POI,sebrang depo pertamina,sebrang depo pertamina
POI,mie bakso,mie bakso
POI,tri murti ud,tri murti ud
POI,old stumb,old stumb
POI,komplek puri citra,komplek puri citra
POI,warung jengkol,warung jengkol
POI,lubuk alung,yos petshop
POI,toko mas paten,toko mas paten
POI,kios marta,kios marta
POI,toko swamy,toko swamy
POI,bubur angke,bubur angke
POI,synthesis tower,synthesis tower
POI,kp.warung jengkol,warung jengkol
POI,sari tehnik. cv,sari tehnik. cv
POI,pasar senen,pasar senen
POI,taman permata buana,taman permata buana
POI,tpa nurul jannah,tpa nurul jannah
POI,guna wijaya,guna wijaya
POI,aca on line shop,aca on line shop
POI,zeps laundry,zeps laundry ciamis
POI,warkop gedor,warkop gedor
POI,bs ban,bs ban
POI,lingkar motor,lingkar motor
POI,mts swasta nurul hijrah,mts swasta nurul hijrah
POI,toko pink,toko pink
POI,sma negeri 24 garut,sma negeri 24 garut
POI,musholla al muttaqin,musholla al muttaqin
POI,diner dash,diner dash
POI,coffee shop,coffee shop
POI,dokter gigi,dokter gigi
POI,tambak ikan,tambak ikan
POI,salon owen,salon owen
POI,indomaret plus,indomaret plus utan kayu
POI,ayam penyet teh teti,ayam penyet teh teti
POI,taman buah,taman buah mekarsari
POI,pasar permai,h. adung
POI,b tamasoa,b tamasoa
POI,toko alat tani,toko alat tani
POI,rumah kost tulimario,rumah kost tulimario
POI,perum griya mukti,perum griya mukti
POI,gedung yafurni,gedung yafurni
POI,goa mlaten,goa mlaten
POI,harjo jati,harjo jati
POI,taman apel,taman apel
POI,baso jurek,baso jurek
POI,patung obor,patung obor
POI,toko rizky,toko rizky
POI,warnet opikh_netz,warnet opikh_netz
POI,tk dewi ratih,tk dewi ratih
POI,cv. semarak intan,cv. semarak intan
POI,mitra sana,mitra sana kalbe
POI,prima motor,prima motor
POI,perum griya kencana,perum griya kencana
POI,gal hafiz bakso,hafiz bakso
POI,pichousephoto,pichousephoto
POI,palm spring regency,palm spring regency
POI,money changer,money changer
POI,toko roti sonia,toko roti sonia
POI,toko ariel madura,toko ariel madura
POI,tas souvenir,tas souvenir
POI,arta prima,arta prima
POI,sekolahan,dinoyo sekolahan
POI,sinta pertiwi pt,sinta pertiwi pt
POI,perumahan golden land,perumahan golden land
POI,br dalem,n'jung bali camp
POI,e cell,e cell
POI,ponpes attaqwa putra,ponpes attaqwa putra
POI,99 laundry dan chem,99 laundry dan chem
POI,rm putra minang duo,jabat saleh
